40.487093,-79.947351
40.470167,-79.871697
40.415711,-80.020109
40.458968,-79.936238
40.331848,-80.096362
40.397446,-79.941762
40.345361,-80.005927
40.466431,-80.073901
40.41568,-80.086276
40.493416,-80.050381
40.49678,-79.980447
40.385187,-79.957726
40.376942,-79.980372
40.455744,-80.064275
40.344791,-79.902427
40.350559,-79.937451
40.411274,-79.859104
40.341899,-79.987677
40.479841,-79.896045
40.343726,-79.85829
40.443519,-80.038835
40.504331,-79.901527
40.474574,-79.89688
40.49368,-80.097233
40.437595,-80.018721
40.4003,-79.920955
40.504374,-79.887866
40.385783,-79.962498
40.420713,-79.926142
40.37237,-80.07861
40.351464,-80.021215
40.506196,-79.896026
40.345396,-79.902139
40.508016,-79.932913
40.483229,-80.095854
40.433209,-79.981774
40.402603,-79.922923
40.351624,-79.98052
40.362692,-80.046865
40.427031,-80.089435
40.421049,-80.041942
40.443506,-79.891426
40.48581,-79.993846
40.362586,-79.919449
40.418476,-79.982875
40.420828,-79.862878
40.368695,-80.037228
40.46625,-79.950174
40.384628,-79.889781
40.478599,-79.988503
